time,"# warm-ups since codes cleared ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Altitude (GPS) (m)","Ambient air temperature (℃)","Average fuel consumption (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Average speed (GPS) (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (km)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (total) (km)","Engine coolant temperature","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (total) (L)","Fuel used price (£)","Fuel used price (total) (£)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","Long term secondary oxygen sensor trim Bank 1 (%)","OBD Module Voltage (V)","Oxygen sensor 1 Bank 1 Short term fuel trim (%)","Oxygen sensor 1 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 1 Voltage (V)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Speed (GPS) (km/h)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",Latitude,Longtitude,
17:58:19.960,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.9255999,77.5220796,
17:58:20.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9255999,77.5220796,
17:58:20.119,,,,,,754.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9255933333333,77.5219916666667,
17:58:20.120,,,,,,754.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9255933333333,77.5219916666667,
17:58:20.121,,,,,,754.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9255933333333,77.5219916666667,
17:58:20.143,,,,,,764.900024414063,,,,,,2.76233804182177E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00077446055947803,,,,,12.9255933333333,77.5219916666667,
17:58:20.149,,,,,,764.900024414063,,,,,,3.544781572086E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00077446055947803,,,,,12.9255933333333,77.5219916666667,
17:58:20.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9255933333333,77.5219916666667,
17:58:20.514,,,,,,,,,,,,,,,,,1.42402229180594,,,,,,,,,,856,0.9,,0.00150280555523299,0.0564335569064549,0.00151783361078532,0.06,,5.57105702239096,,,,,,,,,,,,,,,,12.9255933333333,77.5219916666667,
17:58:20.667,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9255933333333,77.5219916666667,
17:58:20.813,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.9255933333333,77.5219916666667,
17:58:20.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9255933333333,77.5219916666667,
17:58:21.095,,,,,,753.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9256133333333,77.5219516666667,
17:58:21.099,,,,,,753.9,,,,,,3.07368823977357E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256133333333,77.5219516666667,
17:58:21.100,,,,,,753.9,,,,,,3.07353002179302E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256133333333,77.5219516666667,
17:58:21.112,,,,,,764.900024414063,,,,,,5.08556723944734E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00120297608664259,,,,,12.9256133333333,77.5219516666667,
17:58:21.120,,,,,,764.900024414063,,,,,,6.51925404388066E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00120297608664259,,,,,12.9256133333333,77.5219516666667,
17:58:21.170,,,,,,,,,,,,6.47384760343549E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256133333333,77.5219516666667,
17:58:21.171,,,,,,765.200012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9256133333333,77.5219516666667,
17:58:21.175,,,,,,765.200012207031,,,,,,6.46967545940981E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256133333333,77.5219516666667,
17:58:21.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256133333333,77.5219516666667,
17:58:21.368,,,,,,,,,,,,,,,,,1.42402229180594,,,,,,,,,,856,0.9,,0.00184088415110911,0.056771635502331,0.0018592929926202,0.06,,5.57105702239096,,,,,,,,,,,,,,,,12.9256133333333,77.5219516666667,
17:58:21.522,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9256133333333,77.5219516666667,
17:58:21.660,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,12.9256133333333,77.5219516666667,
17:58:21.780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9256133333333,77.5219516666667,
17:58:22.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256133333333,77.5219516666667,
17:58:22.090,,,,,,759.8,,,,,,5.74248618178558E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256133333333,77.5219516666667,
17:58:22.096,,,,,,759.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9256316666667,77.5219566666667,
17:58:22.097,,,,,,759.8,,,,,,5.73755046834661E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256316666667,77.5219566666667,
17:58:22.113,,,,,,765.200012207031,,,,,,7.82659751150808E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00110127709340304,,,,,12.9256316666667,77.5219566666667,
17:58:22.119,,,,,,765.200012207031,,,,,,8.6703404041507E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00110127709340304,,,,,12.9256316666667,77.5219566666667,
17:58:22.219,,,,,,,,,,,,,,,,,1.36819100979303,,,,,,,,,,843,0.8,,0.00216400077662914,0.0570947521278511,0.00218564078439543,0.06,,5.35263399803462,,,,,,,,,,,,,,,,12.9256316666667,77.5219566666667,
17:58:22.360,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9256316666667,77.5219566666667,
17:58:22.479,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,12.9256316666667,77.5219566666667,
17:58:22.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9256316666667,77.5219566666667,
17:58:22.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256316666667,77.5219566666667,
17:58:23.036,,,,,,,,,,,,,,,,,1.37143701456122,,,,,,,,,,845,0.8,,0.00247551461824653,0.0574062659694685,0.00250026976442899,0.06,,5.3653330110786,,,,,,,,,,,,,,,,12.9256316666667,77.5219566666667,
17:58:23.122,,,,,,765.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9256466666667,77.52199,
17:58:23.125,,,,,,,,,,,,7.71908650157758E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256466666667,77.52199,
17:58:23.126,,,,,,765.1,,,,,,7.71845893055998E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256466666667,77.52199,
17:58:23.151,,,,,,765.200012207031,,,,,,3.40778228999043E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00986008197069168,,,,,12.9256466666667,77.52199,
17:58:23.192,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9256466666667,77.52199,
17:58:23.315,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.9256466666667,77.52199,
17:58:23.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9256466666667,77.52199,
17:58:23.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256466666667,77.52199,
17:58:23.882,,,,,,,,,,,,,,,,,1.39574147526306,,,,,,,,,,839,0.8,,0.00280350440490779,0.0577342557561297,0.00283153944895687,0.06,,5.46041687124534,,,,,,,,,,,,,,,,12.9256466666667,77.52199,
17:58:24.029,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9256466666667,77.52199,
17:58:24.101,,,,,,756.1,,,,,,0.132058564289209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41013298034668,,,,,12.9256,77.522065,
17:58:24.103,,,,,,756.1,,,,,,0.132336637136147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41013298034668,,,,,12.9256,77.522065,
17:58:24.104,,,,,,756.1,,,,,,0.132406608344863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41013298034668,,,,,12.9256,77.522065,
17:58:24.112,,,,,,765.200012207031,,,,,,0.133342465007015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3677213549614,,,,,12.9256,77.522065,
17:58:24.117,,,,,,765.200012207031,,,,,,0.133936941234653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3677213549614,,,,,12.9256,77.522065,
17:58:24.151,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.9256,77.522065,
17:58:24.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9256,77.522065,
17:58:24.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256,77.522065,
17:58:24.800,,,,,,,,,,,,,,,,,1.40239578503786,,,,,,,,,,843,0.8,,0.0031611970975578,0.0580919484487797,0.00319280906853338,0.06,,5.48644984798549,,,,,,,,,,,,,,,,12.9256,77.522065,
17:58:24.961,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9256,77.522065,
17:58:25.117,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.9256,77.522065,
17:58:25.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9256,77.522065,
17:58:25.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256,77.522065,
17:58:25.716,,,,,,,,,,,,,,,,,1.40073220759416,,,,,,,,,,842,0.8,,0.00351754492753887,0.0584482962787608,0.00355272037681426,0.06,,5.47994160380045,,,,,,,,,,,,,,,,12.9256,77.522065,
17:58:25.788,,,,,,753.3,,,,,,0.313301028604348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40457404851913,,,,,12.9255833333333,77.5220833333333,
17:58:25.790,,,,,,753.3,,,,,,0.313497729359045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40457404851913,,,,,12.9255833333333,77.5220833333333,
17:58:25.796,,,,,,765.200012207031,,,,,,0.31409967529323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39913485050201,,,,,12.9255833333333,77.5220833333333,
17:58:25.880,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9255833333333,77.5220833333333,
17:58:26.022,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,12.9255833333333,77.5220833333333,
17:58:26.104,,,,,,765.200012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9255763,77.5220424,
17:58:26.107,,,,,,765.200012207031,,,,,,0.306063416835232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9255763,77.5220424,
17:58:26.108,,,,,,765.200012207031,,,,,,0.306050854352516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9255763,77.5220424,
17:58:26.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9255763,77.5220424,
17:58:26.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9255763,77.5220424,
17:58:26.650,,,,,,,,,,,,,,,,,1.36332200264074,,,,,,,,,,840,0.8,,0.00387124999740105,0.058802001348623,0.00390996249737506,0.06,,5.33358547846866,,,,,,,,,,,,,,,,12.9255763,77.5220424,
17:58:26.801,,,,,,757.2,,,,,,0.346128501253934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04879801273346,,,,,12.9255933333333,77.5221166666667,
17:58:26.802,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9255933333333,77.5221166666667,
17:58:26.807,,,,,,757.2,,,,,,0.346458064145041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04879801273346,,,,,12.9255933333333,77.5221166666667,
17:58:26.808,,,,,,757.2,,,,,,0.346508263914466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04879801273346,,,,,12.9255933333333,77.5221166666667,
17:58:26.821,,,,,,765.200012207031,,,,,,0.347229395727127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05345615148544,,,,,12.9255933333333,77.5221166666667,
17:58:26.958,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,12.9255933333333,77.5221166666667,
17:58:27.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9255933333333,77.5221166666667,
17:58:27.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9255933333333,77.5221166666667,
17:58:27.544,,,,,,,,,,,,,,,,,1.35845299548846,,,,,,,,,,837,0.8,,0.0042083729755236,0.0591391243267455,0.00425045670527884,0.06,,5.3145369589027,,,,,,,,,,,,,,,,12.9255933333333,77.5221166666667,
17:58:27.799,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9255933333333,77.5221166666667,
17:58:27.805,,,,,,759.6,,,,,,0.374419309723026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.730082005262375,,,,,12.9256,77.5221166666667,
17:58:27.806,,,,,,765.200012207031,,,,,,0.374427626032922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732254111766815,,,,,12.9256,77.5221166666667,
17:58:27.931,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.9256,77.5221166666667,
17:58:28.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9256,77.5221166666667,
17:58:28.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256,77.5221166666667,
17:58:28.504,,,,,,,,,,,,,,,,,1.38908716548827,,,,,,,,,,835,0.8,,0.00457896673010337,0.0595097180813253,0.00462475639740441,0.06,,5.4343838945052,,,,,,,,,,,,,,,,12.9256,77.5221166666667,
17:58:28.666,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9256,77.5221166666667,
17:58:28.799,,,,,,760.2,,,,,,0.368344849607059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283509010076523,,,,,12.9256016666667,77.522115,
17:58:28.813,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.9256016666667,77.522115,
17:58:28.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9256016666667,77.522115,
17:58:29.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256016666667,77.522115,
17:58:29.361,,,,,,,,,,,,,,,,,1.40073220759416,,,,,,,,,,842,0.8,,0.00491233453657894,0.0598430858878009,0.00496145788194473,0.06,,5.47994160380045,,,,,,,,,,,,,,,,12.9256016666667,77.522115,
17:58:29.515,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9256016666667,77.522115,
17:58:29.667,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.9256016666667,77.522115,
17:58:29.786,,,,,,760.1,,,,,,0.365135441792776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316863003373146,,,,,12.9256016666667,77.522115,
17:58:29.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9256016666667,77.522115,
17:58:30.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256016666667,77.522115,
17:58:30.259,,,,,,,,,,,,,,,,,1.39740505270676,,,,,,,,,,840,0.8,,0.0052607494607367,0.0601915008119586,0.00531335695534407,0.06,,5.46692511543038,,,,,,,,,,,,,,,,12.9256016666667,77.522115,
17:58:30.401,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.9256016666667,77.522115,
17:58:30.525,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.9256016666667,77.522115,
17:58:30.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.9256016666667,77.522115,
17:58:30.764,,,,,,760.7,,,,,,0.36901091302906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431748989224434,,,,,12.9256016666667,77.522115,
17:58:30.776,,,,,,760.7,,,,,,0.369054345478449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431748989224434,,,,,12.925605,77.522115,
17:58:30.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.925605,77.522115,
17:58:31.127,,,,,,,,,,,,,,,,,1.38076927826978,,,,,,,,,,830,0.8,,0.00559384432369139,0.0605245956749133,0.00564978276692831,0.06,,5.40184267358002,,,,,,,,,,,,,,,,12.925605,77.522115,
17:58:31.175,,,,,,765.200012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.925572,77.5220079,
17:58:31.178,,,,,,765.200012207031,,,,,,0.360447034989848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.925572,77.5220079,
17:58:31.179,,,,,,765.200012207031,,,,,,0.360434460970218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.925572,77.5220079,
17:58:31.283,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.925572,77.5220079,
17:58:31.425,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,12.925572,77.5220079,
17:58:31.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,12.925572,77.5220079,
17:58:31.789,,,,,,760.9,,,,,,0.348112001991224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256083333333,77.522115,
17:58:31.792,,,,,,760.9,,,,,,0.348036982755807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.9256083333333,77.522115,
17:58:31.820,,,,,,765.200012207031,,,,,,0.347498549133656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00387389771640301,,,,,12.9256083333333,77.522115,
17:58:31.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14.9019607843137,,,,12.9256083333333,77.522115,
